0.0,0,1,1,1,0
0.0,111,1,1,1,7225
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,206,26,1,6,12535696
0.0,0,1,1,1,0
0.0,0,8,1,1,48156
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,126,0,1,1,6028
0.0,9,12,1,3,101223
0.0,1,3,1,1,11693
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,5,1,1,15823
0.0,64,39,1,3,1879678
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,2,1,1,5685
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,5,1,1,18632
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,8,31,1,1,415050
0.0,96,1,1,1,13315
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,3,5,1,1,27995
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,52,79,1,15,328190
0.0,4,5,1,3,18422
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,83,1,1,1,36156
0.0,0,8,1,1,27568
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,79,0,1,1,5457
0.0,47,87,1,14,551142
0.0,0,1,1,1,0
0.0,0,3,1,1,15004
0.0,120,1,1,1,8226
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,2,1,1,11869
0.0,0,5,1,1,23285
0.0,2,9,1,2,69691
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,3,1,1,8439
0.0,70,1,1,1,20945
0.0,144,15,1,1,2613144
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,2,4,1,2,14544
0.0,2,5,1,2,12965
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,2,35,1,1,341766
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,55,1,1,1,28638
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,29,58,1,4,11742974
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,1,5,1,1,17000
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,3,16,1,4,141497
0.0,0,1,1,1,0
0.0,0,4,1,1,9887
0.0,0,1,1,1,0
0.0,1,11,1,1,89323
0.0,0,5,1,1,38904
0.0,0,1,1,1,0
0.0,45,1,1,1,23971
0.0,15,1,1,1,5187
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,35,40,3,16,2074313
0.0,46,28,2,5,187188
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,1,8,1,2,189699
0.0,2,1,1,1,24464
0.0,105,1,1,1,23562
0.0,1,14,1,2,807003
0.0,16,11,1,5,72062
0.0,60,1,1,1,28131
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,114,1,1,1,7453
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,2,1,1,10239
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,6,11,1,3,61710
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,65,1,1,1,21394
0.0,95,1,1,1,9104
0.0,0,40,1,1,190836
0.0,75,1,1,1,26358
0.0,0,3,1,1,63837
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,7,4,1,2,33155
0.0,114,0,1,1,5704
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,14,1,1,72139
0.0,0,1,1,1,0
0.0,1,4,1,1,351952
0.0,14,15,1,5,77875
0.0,0,1,1,1,0
0.0,35,39,1,16,120052
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,7,14,1,4,110505
0.0,1,0,1,1,0
0.0,78,1,1,1,11255
0.0,23,16,1,1,96193
0.0,0,1,1,1,0
0.0,30,0,1,1,6899
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,29,32,1,9,224352
0.0,1,1,1,1,84
0.0,2,1,1,1,84
0.0,116,1,1,1,7203
0.0,0,1,1,1,0
0.0,1,1,1,1,76
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,42,1,1,1,14272
0.0,13,24,1,4,244351
0.0,41,23,1,4,270897
0.0,0,1,1,1,0
0.0,107,1,1,1,14769
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,86,1,1,1,30438
0.0,0,4,1,2,11393
0.0,0,1,1,1,0
0.0,1,4,1,1,17377
0.0,23,16,1,1,139652
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,86,0,1,1,5421
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,1,1,1,1,14
0.0,0,1,1,1,0
0.0,11,46,1,7,1058529
0.0,0,1,1,1,0
0.0,7,4,1,1,39264
0.0,0,3,1,1,13660
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,55,1,1,1,34736
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,4,7,1,3,84003
0.0,4,12,1,2,42427
0.0,100,0,1,1,2299
0.0,1,4,1,1,27771
0.0,0,1,1,1,0
0.0,30,64,1,21,409667
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,114,1,1,1,6502
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,1,2,1,1,10870
0.0,2,6,1,1,42613
0.0,4,68,1,1,489095
0.0,0,1,1,1,0
0.0,6,11,1,5,56883
0.0,0,2,1,2,0
0.0,1,2,1,1,3231
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,3,4,1,3,22679
0.0,0,1,1,1,0
0.0,59,0,1,1,6604
0.0,5,7,1,2,32797
0.0,9,9,1,4,41293
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,55,26,1,1,490220
0.0,0,1,1,1,0
0.0,2,3,1,3,14474
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,6,15,1,2,160496
0.0,0,1,1,1,0
0.0,28,2,1,1,9908
0.0,0,1,1,1,0
0.0,0,5,1,1,13711
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,1,1,1,1,32
0.0,13,10,1,5,31120
0.0,0,1,1,1,0
0.0,74,10,1,2,9223147
0.0,1,2,1,1,21921
0.0,0,1,1,1,0
0.0,58,48,1,5,407075
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,40,31,1,6,962896
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,3,12,1,3,91124
0.0,0,1,1,1,0
0.0,0,10,1,1,54668
0.0,82,0,1,1,3326
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,3,9,1,1,77047
0.0,107,1,1,1,6257
0.0,4,17,1,2,44634
0.0,11,1,1,1,21439
0.0,13,44,1,12,339530
0.0,106,1,1,1,7479
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,2,4,1,1,13523
0.0,0,8,1,1,43468
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,95,1,1,1,6767
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,120,0,1,1,5724
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,8,14,1,1,87980
0.0,0,1,1,1,0
0.0,2,6,1,5,5605368
0.0,2,15,1,1,47033
0.0,115,1,1,1,6328
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,2,5,1,1,30851
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,104,1,1,1,7900
0.0,0,1,1,1,0
0.0,12,11,1,2,72259
0.0,0,1,1,1,0
0.0,0,11,1,1,68307
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,79,1,1,1,8292
0.0,90,0,1,1,4840
0.0,0,1,1,1,0
0.0,1,1,1,1,35
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,37,28,1,5,170839
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,2,1,2,0
0.0,8,17,1,1,193472
0.0,0,1,1,1,0
0.0,112,1,1,1,8253
0.0,0,1,1,1,0
0.0,4,22,1,5,99886
0.0,2,1,1,1,316
0.0,114,0,1,1,5218
0.0,0,1,1,1,0
0.0,0,2,1,1,12260
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,2,1,2,0
0.0,104,1,1,1,6499
0.0,29,28,1,5,275614
0.0,25,1,1,1,11410
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,105,1,1,1,12126
0.0,53,1,1,1,26414
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,132,2,1,1,7723
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,1,1,1,1,9
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,2,4,1,1,33892
0.0,0,1,1,1,0
0.0,2,14,1,3,66411
0.0,2,3,1,1,19932
0.0,20,28,1,7,459101
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,1,9,1,3,29371
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,2,3,1,1,67044
0.0,12,9,1,3,90259
0.0,0,4,1,1,14965
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,1,1,1,1,71
0.0,5,10,1,3,79154
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,2,0,1,1,123
0.0,31,31,1,6,250709
0.0,0,1,1,1,0
0.0,1,7,1,1,150549
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,4,1,3,3113
0.0,0,1,1,1,0
0.0,2,6,1,1,43780
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,10,11,1,2,146707
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,7,23,1,5,244618
0.0,0,1,1,1,0
0.0,102,0,1,1,5830
0.0,0,3,1,1,9827
0.0,1,5,1,2,16028
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,6,5,1,2,783249
0.0,0,1,1,1,0
0.0,6,6,1,3,39769
0.0,102,1,1,1,6165
0.0,0,17,1,1,85901
0.0,0,1,1,1,0
0.0,101,1,1,1,5281
0.0,39,1,1,1,40959
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,107,1,1,1,5607
0.0,0,1,1,1,0
0.0,0,7,1,1,25602
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,0,2,1,1,869
0.0,0,1,1,1,0
0.0,0,1,1,1,0
0.0,8,24,1,7,154929
0.0,0,1,1,1,0
0.0,0,1,1,1,0
